original_title,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,Gross Revenue,Unnamed: 2
The Trip to Spain,FALSE,"{'id': 309300, 'name': 'The Trip Collection', 'poster_path': '/6ATyIyUbtgI0napk5lFxh6lQTgF.jpg', 'backdrop_path': None}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,426264,tt6193424,en,Steve Coogan and Rob Brydon embark on a road trip along the coast of Spain.,1.223145,/74RSdBGWdtbdClQ2NGJeTTyO7fq.jpg,"[{'name': 'Revolution Films', 'id': 163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",8/31/2017,0,115,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Trip to Spain,FALSE,7,6,"$1,623.75 ",
The Vessel,FALSE,,5000000,"[{'id': 18, 'name': 'Drama'}]",https://facebook.com/The-Vessel-1578789589102701,402423,tt4083052,en,"Ten years after a tsunami destroyed a small-town elementary school with all the children inside, a young man builds a mysterious structure out of the school's remains, setting the town aflame with passions long forgotten.",1.456857,/fLzsLY9ylcQ01co7Qh7NsNkCxYs.jpg,"[{'name': 'P.R. Productions', 'id': 263}, {'name': 'Bat Bridge Entertainment', 'id': 51298}, {'name': 'New Territory Pictures', 'id': 78192}, {'name': 'Mucho Mas Media', 'id': 78193}, {'name': 'Outsider Pictures', 'id': 78194}, {'name': 'Rockafellow Films', 'id': 85803}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'PR', 'name': 'Puerto Rico'}]",9/15/2016,0,86,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"Is a miracle just a tragedy, narrowly avoided by chance?",The Vessel,FALSE,5.3,14,$228.75 ,
The Void,FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,20012,tt0289605,en,"Physicist Eva Soderstrom discovers greedy industrialist Thomas Abernathy is on the verge of creating an artificial black hole in a laboratory on Earth. It's the same experiment that killed her father years earlier, except bigger. With the help of Dr. Price, Eva tries to stop Abernathy and, possibly, save the planet",2.421893,/fcSXG1gMfFgWcsMAEBEIt9J6UE4.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2001,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Void,FALSE,3.8,5,"$1,040.00 ",
The Void,FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",http://screenmediafilms.net/productions/details/2025/The-Void,378018,tt4255304,en,"In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",9.082794,/nH1YZAL8IeIQEOm2ewi5ncpuPQG.jpg,"[{'name': '120dB Films', 'id': 5113}, {'name': 'XYZ Films', 'id': 12142}, {'name': 'JoBro Productions & Film Finance', 'id': 50084}, {'name': 'Cave Painting Pictures', 'id': 86852}, {'name': 'The Salt Company', 'id': 89472}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",10/21/2016,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There Is a Hell. This Is Worse.,The Void,FALSE,5.8,207,"$1,040.00 ",
The Void,FALSE,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://putlockermovie.co/the-void-putlocker/,429713,tt6267458,en,"The Void is a multi volume anthology series featuring some of the best award winning short films from the Horror, Suspense, Thriller, Sci-Fi and Fantasy genres, Including: Dystopia St., ...",0.143416,/yeR38uacwkxjfTWgGMzYGPTlmSP.jpg,[],[],11/8/2016,0,86,[],Released,,The Void,FALSE,4,1,"$1,040.00 ",
The Zookeeper's Wife,FALSE,,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://www.focusfeatures.com/thezookeeperswife/,289222,tt1730768,en,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",13.655178,/50KGpMiIvSkF4WHOgp0gM6r6sMU.jpg,"[{'name': 'Scion Films', 'id': 7419}, {'name': 'LD Entertainment', 'id': 10285}, {'name': 'Czech Anglo Productions', 'id': 20473}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/31/2017,13162475,126,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They gave all they had to save all they could,The Zookeeper's Wife,FALSE,7.1,160,"$8,814.25 ",
Thelma & Louise,FALSE,,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",,1541,tt0103074,en,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",14.785388,/pnzuLoE52EiTfjfqRex2uTkH7LB.jpg,"[{'name': 'Pathé Entertainment', 'id': 841}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Star Partners III Ltd.', 'id': 21854}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/24/1991,45361000,130,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Somebody said get a life... so they did,Thelma & Louise,FALSE,7.2,766,$216.75 ,
Tickled,FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",http://tickledmovie.com,373072,tt5278506,en,"Journalist David Farrier stumbles upon a mysterious tickling competition online. As he delves deeper he comes up against fierce resistance, but that doesn’t stop him getting to the bottom of a story stranger than fiction.",7.418452,/mIENOA6kcYH0rANVbLcdnSgMt9I.jpg,"[{'name': 'Horseshoe Films', 'id': 72060}, {'name': 'A Ticklish Tale', 'id': 72061}, {'name': 'Fumes Production', 'id': 72062}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",1/24/2016,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The hunt for the truth in competitive tickling,Tickled,FALSE,7.3,94,"$2,446.75 ",
Tom of Finland,FALSE,,4200000,"[{'id': 18, 'name': 'Drama'}]",http://tof.fi/,405204,tt5226984,en,"Touko Laaksonen, a decorated officer, returns home after a harrowing and heroic experience serving his country in World War II, but life in Finland during peacetime proves equally distressing. He finds peace-time Helsinki rampant with persecution of the homosexual and men around him even being pressured to marry women and have children. Touko finds refuge in his liberating art, specialising in homoerotic drawings of muscular men, free on inhabitations. His work – made famous by his signature ‘Tom of Finland’ – became the emblem of a generation of men and fanned the flames of a gay revolution.",2.808389,/41SDjN6EskbrYDm7gUAkPxel38.jpg,"[{'name': 'Helsinki Filmi Oy', 'id': 6159}, {'name': 'Fridthjof Film', 'id': 7048}, {'name': 'Neutrinos Productions', 'id': 84232}, {'name': 'Anagram', 'id': 84233}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1/27/2017,0,115,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,They called it filth. It became a revolution.,Tom of Finland,FALSE,7.5,8,"$1,506.75 ",
Tommy,FALSE,,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,11326,tt0073812,en,"A psychosomatically deaf, dumb and blind boy becomes a master pinball player and the object of a religious cult.",6.335814,/4viJcRFgF4cCPnJWgpvb3CRd2pK.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Hemdale Film', 'id': 3952}, {'name': 'Robert Stigwood Organization (RSO)', 'id': 3978}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",3/19/1975,34251525,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your senses will never be the same.,Tommy,FALSE,6.5,69,$136.00 ,
Toni Erdmann,FALSE,,3537415,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,374475,tt4048272,de,Without warning a father comes to visit his daughter abroad. He believes that she lost her humor and therefore surprises her with a rampage of jokes.,9.117054,/gJNjVE8WGUjiSKUtMDEvNzxR5zq.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Arte', 'id': 201}, {'name': 'Komplizen Film', 'id': 1618}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Südwestrundfunk (SWR)', 'id': 16110}, {'name': 'Coop99 Filmproduktion', 'id': 52412}, {'name': 'KNM', 'id': 77154}, {'name': 'MonkeyBoy', 'id': 77155}, {'name': 'HiFilm', 'id': 79268}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",7/14/2016,1390172,162,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Released,,Toni Erdmann,FALSE,7.3,270,$611.25 ,
Transit,FALSE,,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,82485,tt1059836,en,A family on a road trip is stalked by criminals who stashed stolen money in their car.,3.760079,/uUbHE7YN3aR8mUeRjmsienHoDC4.jpg,"[{'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'After Dark Films', 'id': 3608}, {'name': 'Autonomous Films', 'id': 11647}, {'name': 'Signature Entertainment', 'id': 23770}, {'name': 'Bettis Productions Limited', 'id': 23771}, {'name': 'Curtis Productions', 'id': 23772}, {'name': 'The Fyzz Facility Limited', 'id': 23773}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/2/2012,0,88,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,This is not a perfect getaway.,Transit,FALSE,5.7,87,$618.00 ,
Truth or Dare,FALSE,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",http://www.truthordarefilm.com/,101179,tt1838722,en,"A group of college friends celebrate the end of term with a party to end all parties. During a drink and drug-fuelled evening, an innocent game of ‘Truth or Dare’ has a very sore loser, sparking a terrifying sequence of events and a whole new twist on the game of truth or dare – where the truth can kill you.",4.711164,/6MDUGy6p688yCviGNWmZYCDjx6r.jpg,"[{'name': 'Corona Pictures', 'id': 12905}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",8/5/2012,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Truth or Die,Truth or Dare,FALSE,5.7,119,$0.00 ,
Twister,FALSE,,92000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,664,tt0117998,en,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",8.739144,/tKdDCkmb6obEhWEMLgGUUz5nDNs.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Constant c Productions', 'id': 23370}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/10/1996,494471524,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Dark Side of Nature.,Twister,FALSE,6.1,966,$464.00 ,
Twister,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,77780,tt0096321,en,"An oddball family on a Kansas farm are trapped in their farmhouse by an impending storm. The patriarch of the clan is a retired soda pop tycoon. He is currently dating a children's TV evangelist. Also living at the farm is his layabout daughter and her precocious 8 year old daughter, his would-be artist son, the son's fiancée, and the black maid. Also thrown into the mix is the daughter's ex-husband, a ne-er-do-well who is seeking to get back in his ex-wife's good graces.",0.720198,/dpspcA9GLB2NbsucwMXO7lntJLy.jpg,"[{'name': 'Vestron Pictures', 'id': 12360}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/1/1989,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Comic Adventure In Windy Living,Twister,FALSE,5,5,$464.00 ,
Velvet Goldmine,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,1808,tt0120879,en,"Almost a decade has elapsed since Bowiesque glam-rock superstar Brian Slade staged his own death and escaped the spotlight of the London scene.  Now, investigative journalist Arthur Stuart is on assignment to uncover the truth of the enigmatic Slade's rise and fall.  Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.",16.5293,/jhRPjcw24WK0RTPYT9IFEykwnKp.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Single Cell Pictures', 'id': 279}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Goldwyn Films', 'id': 720}, {'name': 'Killer Films', 'id': 1422}, {'name': 'Zenith Entertainment', 'id': 3644}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",10/23/1998,1053788,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Style matters. Even when it comes to murder.,Velvet Goldmine,FALSE,6.9,119,$104.00 ,
Viceroy's House,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://www.patheinternational.com/en/fiche.php?id_film=815,429662,tt4977530,en,"In 1947, Lord Mountbatten assumes the post of last Viceroy, charged with handing India back to its people, living upstairs at the house which was the home of British rulers, whilst 500 Hindu, Muslim and Sikh servants lived downstairs.",16.153534,/jDZLd4fgnpmtvNdGDE2c0asfkO9.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Bend It Films', 'id': 7620}, {'name': 'Pathé', 'id': 7981}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",3/3/2017,0,106,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,The end of an empire. The birth of two nations.,Viceroy's House,FALSE,6.5,58,"$2,100.50 ",
Weiner,FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,376261,tt5278596,en,"Documentary featuring a jaw-dropping, behind-the-scenes look at the attempted comeback of Anthony Weiner in 2013 as he mounts a campaign for New York City mayor in the wake of his sexting scandal. Featuring unfettered access to the candidate and his campaign.",2.990039,/9JL6O7srbkOPUO6o9avV9JC1VSn.jpg,"[{'name': 'Motto Pictures', 'id': 10978}, {'name': 'Edgeline Films', 'id': 80862}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/20/2016,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Weiner,FALSE,7.7,51,$383.75 ,
Wendy and Lucy,FALSE,,200000,"[{'id': 18, 'name': 'Drama'}]",,8942,tt1152850,en,"Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.",3.328853,/gVsJK34vymqXs5aVweg9RpWGvuA.jpg,"[{'name': 'Glass Eye Pix', 'id': 1360}, {'name': 'Film Science', 'id': 1976}, {'name': 'Oscilloscope Laboratories', 'id': 4748}, {'name': 'Washington Square Films', 'id': 14862}, {'name': 'Field Guide Films', 'id': 31301}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/22/2008,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"On the long road, friendship is everything.",Wendy and Lucy,FALSE,6.4,65,$511.00 ,
What Ever Happened to Baby Jane?,FALSE,,980000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,10242,tt0056687,en,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge.",4.857003,/jjp9n6mRrGGJPxBcnHR04TIxVdx.jpg,"[{'name': 'Seven Arts Productions', 'id': 516}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Associates & Aldrich Company, The', 'id': 19754}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/31/1962,0,135,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sister Sister, Oh So Fair! Why Is There Blood All Over Your Hair?",What Ever Happened to Baby Jane?,FALSE,7.9,210,$657.25 ,
Willy Wonka & the Chocolate Factory,FALSE,,3000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,252,tt0067992,en,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,12.416635,/b94qXd1FcIwgzv0NYMUe2bjrzJR.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'David L. Wolper Productions', 'id': 3434}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/29/1971,4000000,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,FALSE,7.4,826,$295.00 ,
Yellow Submarine,FALSE,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",,12105,tt0063823,en,"The Blue Meanies take over Pepperland, draining it of all its color and music, firing anti-music missiles, bonking people with green apples, and turning the inhabitants to stone by way of the pointed finger of a giant blue glove. As the only survivor, the Lord Admiral escapes in the yellow submarine and goes to Liverpool to enlist the help of the Beatles.",14.950187,/l2u1MDnR89ptsKZDxIF4LFTiBWP.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Apple Corps', 'id': 3797}, {'name': 'King Features Production', 'id': 16915}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7/17/1968,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing Is Real.,Yellow Submarine,FALSE,7.1,114,"$1,685.25 ",
