,ID,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,BoxOfficeNew
995,0,"David Farrier, Dylan Reeve, Marko Realmonte, Kevin Clarke",16 nominations.,"$612,816 ",New Zealand,,"David Farrier, Dylan Reeve","Documentary, Mystery",English,76,"Journalist David Farrier stumbles upon a mysterious tickling competition online. As he delves deeper he comes up against fierce resistance, but that doesn't stop him getting to the bottom of a story stranger than fiction.",https://m.media-amazon.com/images/M/MV5BN2VmMTlhOTMtNDAwNi00NjIwLWJjMmUtNjg4OThkYWExYWMyXkEyXkFqcGdeQXVyMTQ2Mjc5MDM@._V1_SX300.jpg,Magnolia Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",17-Jun-16,TRUE,92 min,Tickled,movie,http://tickledmovie.com/,,2016,tt5278506,7.6,"14,174",,613956
998,0,Ilhan Omar,,,,8-Mar-19,Norah Shapiro,Documentary,,,"This documentary follows the 2016 Minnesota House of Representatives campaign of Ilhan Omar, a Somalian immigrant who attempts to unseat a 43-year incumbent and other challengers.",https://ia.media-imdb.com/images/M/MV5BMjQ4MjYwNDA0MF5BMl5BanBnXkFtZTgwODg5OTMxNTM@._V1_SX300.jpg,Gooddocs,,"{'Source': 'Rotten Tomatoes', 'Value': '94%'}",,TRUE,89 min,Time for Ilhan,movie,,,2018,tt8194728,,,,4332
999,0,"Denise Fraga, Pedro Henrique, Matheus Nachtergaele, Mateus Solano",,,Brazil,,"Gabriel Bitar, André Catoto, Gustavo Steinberg","Animation, Action, Drama, Family, Fantasy, Sci-Fi","Portuguese, English",76,"The film tells the story of a boy who is responsible, along with his father, for finding the cure for an illness that is contracted after the person takes a fright.",https://m.media-amazon.com/images/M/MV5BNGY2OWQxNGQtODVhYS00ODRkLTljZGEtZmQxMmY3NmExNjkxXkEyXkFqcGdeQXVyODk2MTU4MzE@._V1_SX300.jpg,,,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",14-Feb-19,TRUE,73 min,Tito and the Birds,movie,,"Eduardo Benaim (screenwriter), Gustavo Steinberg (screenwriter)",2018,tt8327492,6.8,190,,13030214
1001,0,"Carole Lombard, Jack Benny, Robert Stack, Felix Bressart",Nominated for 1 Oscar. Another 2 wins & 1 nomination.,,USA,1-Mar-05,Ernst Lubitsch,"Comedy, War","English, German",86,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,United Artists,Passed,"{'Source': 'Internet Movie Database', 'Value': '8.3/10'}",6-Mar-42,TRUE,99 min,To Be or Not to Be,movie,,"Melchior Lengyel (original story), Edwin Justus Mayer (screenplay)",1942,tt0035446,8.3,"23,642",,378296
1004,0,"Pekka Strang, Seumas F. Sargent, Chris Myland, Alf Myreen",2 wins & 9 nominations.,"$323,048 ","Finland, Sweden, Denmark, Germany, Iceland, USA",6-Feb-18,Dome Karukoski,"Biography, Drama","Finnish, English, German",56,"Award-winning filmmaker Dome Karukoski brings to screen the life and work of artist Touko Valio Laaksonen (aka Tom of Finland), one of the most influential and celebrated figures of twentieth century gay culture.",https://m.media-amazon.com/images/M/MV5BMTY5NjM3ODI1OV5BMl5BanBnXkFtZTgwNzcyMDM1MzI@._V1_SX300.jpg,Kino Lorber,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",24-Feb-17,TRUE,117 min,Tom of Finland,movie,http://tof.fi/,"Aleksi Bardy (screenplay), Aleksi Bardy (story by), Dome Karukoski (story by), Mark Alton Brown (additional dialogue), Noam Andrews (Additional Storylines), Kauko Röyhkä (Additional Storylines), Mia Ylönen (Additional Storylines), Susanna Luoto (consultant)",2017,tt5226984,6.8,"4,538",,549602
1007,0,"Oliver Reed, Ann-Margret, Roger Daltrey, Elton John",Nominated for 2 Oscars. Another 2 wins & 2 nominations.,,UK,21-Sep-99,Ken Russell,"Drama, Musical",English,66,"A psychosomatically deaf, dumb and blind boy becomes a master pinball player and, subsequently, the figurehead of a cult.",https://m.media-amazon.com/images/M/MV5BMjlhZWMyNjItNWU5OS00NGQzLWI4YWYtYThjYjk3OTlmZDA5XkEyXkFqcGdeQXVyMzMyODMwMTI@._V1_SX300.jpg,Sony Pictures,PG,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",26-Mar-75,TRUE,111 min,Tommy,movie,,"The Who (by), Ken Russell (screenplay), Pete Townshend (rock opera), John Entwistle (additional material), Keith Moon (additional material)",1975,tt0073812,6.6,"17,948",,1479387
1010,0,"Sandra Hüller, Peter Simonischek, Michael Wittenborn, Thomas Loibl",Nominated for 1 Oscar. Another 50 wins & 73 nominations.,"$1,478,960 ","Germany, Austria, Monaco, Romania, France, Switzerland",11-Apr-17,Maren Ade,"Comedy, Drama","German, English, Romanian",93,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,https://m.media-amazon.com/images/M/MV5BYzA4OGQ5NmMtNzM1ZC00YzIxLThmZWQtODkyYTA0ZGI3MGIzXkEyXkFqcGdeQXVyMjQwNjczOTE@._V1_SX300.jpg,Sony Pictures Classics,R,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",25-Dec-16,TRUE,162 min,Toni Erdmann,movie,http://sonyclassics.com/tonierdmann/,Maren Ade (screenplay),2016,tt4048272,7.4,"38,972",,
1013,0,"Toni Morrison, Hilton Als, Oprah Winfrey, Russell Banks",,,USA,,Timothy Greenfield-Sanders,Documentary,English,75,"This artful and intimate meditation on the legendary storyteller examines her life, her works and the powerful themes she has confronted throughout her literary career.",https://m.media-amazon.com/images/M/MV5BMTExMjExMTc5MDZeQTJeQWpwZ15BbWU4MDk0MjgyMjcz._V1_SX300.jpg,Magnolia Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '5.0/10'}",21-Jun-19,TRUE,119 min,Toni Morrison: The Pieces I Am,movie,,,2019,tt9358206,5,20,,893683
1016,0,"John Cale, Tony Conrad, David Grubbs, Branden Joseph",1 win & 1 nomination.,,USA,,Tyler Hubby,Documentary,English,,Feature documentary on the pioneering life and work of iconoclastic filmmaker/musician/composer/artist Tony Conrad.,https://m.media-amazon.com/images/M/MV5BY2Q2ZTc3MTYtYjQyNi00YjlmLWI4OTEtMjZhNzE5NTNjYzYzXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,,,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",31-Mar-17,TRUE,96 min,Tony Conrad: Completely in the Present,movie,,Tyler Hubby,2016,tt4637434,7.4,92,,16591
1018,0,"Demian Hernández, Antar Machado, Magdalena Tótoro, Matías Oviedo",,,"Chile, Brazil, Argentina, Netherlands, Qatar",,Dominga Sotomayor Castillo,Drama,Spanish,80,"Democracy comes back to Chile during the summer of 1990. In an isolated community, Sofía (16), Lucas (16) and Clara (10), face their first loves and fears, while preparing for New Year's ...",https://m.media-amazon.com/images/M/MV5BNDE1MzE3ZDMtMjA0MS00NzEzLTlmYmMtYjdkOWZhN2QxY2YxXkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,Kimstim,,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",31-May-19,TRUE,110 min,Too Late to Die Young,movie,https://www.kimstim.com/film/too-late-to-die-young/,Dominga Sotomayor Castillo,2018,tt8726098,6.7,514,,815290
1021,0,"Jim Caviezel, Diora Baird, James Frain, Elisabeth Röhm",,,USA,16-Oct-12,Antonio Negret,"Action, Crime, Thriller",English,,"A gang of bank robbers hide their loot in the car of a family going camping. They chase down the family to kill them and get the loot back, but run into a fight.",https://m.media-amazon.com/images/M/MV5BMTk3NjMwNzU0MF5BMl5BanBnXkFtZTcwMTM0NTM0Ng@@._V1_SX300.jpg,After Dark Films,R,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",20-Apr-12,TRUE,88 min,Transit,movie,http://www.afterdarkaction.com/transit.html,Michael Gilvary,2012,tt1059836,5.8,"10,347",,41411015
1023,0,"Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",,,USA,17-Jul-18,Jeff Wadlow,"Horror, Thriller","English, Spanish",35,A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '5.1/10'}",13-Apr-18,TRUE,100 min,Truth or Dare,movie,https://www.blumhousestruthordare.com/,"Michael Reisz (screenplay by), Jillian Jacobs (screenplay by), Christopher Roach (screenplay by), Jeff Wadlow (screenplay by), Michael Reisz (story by)",2018,tt6772950,5.1,"35,405",,4160851
1026,0,"Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook",4 wins & 6 nominations.,,"USA, France",26-Feb-02,David Lynch,"Drama, Horror, Mystery, Thriller",English,28,A young FBI agent disappears while investigating a murder miles from Twin Peaks that may be related to the future murder of Laura Palmer; the last week of the life of Laura Palmer is chronicled.,https://m.media-amazon.com/images/M/MV5BMzc5ODcyNTYtMDAwNy00MDhjLWFmOWUtNGVhMDRlYjE1YzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",28-Aug-92,TRUE,134 min,Twin Peaks: Fire Walk with Me,movie,,"David Lynch, Robert Engels, Mark Frost (television series Twin Peaks), David Lynch (television series Twin Peaks)",1992,tt0105665,7.3,"77,934",,54444
1029,0,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",Nominated for 2 Oscars. Another 10 wins & 15 nominations.,,USA,6-Jun-00,Jan de Bont,"Action, Adventure, Thriller",English,68,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",https://m.media-amazon.com/images/M/MV5BODExYTM0MzEtZGY2Yy00N2ExLTkwZjItNGYzYTRmMWZlOGEzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",10-May-96,TRUE,113 min,Twister,movie,http://movies.warnerbros.com/twister/,"Michael Crichton, Anne-Marie Martin",1996,tt0117998,6.4,"163,962",,1053788
1032,0,"Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette",Nominated for 1 Oscar. Another 4 wins & 9 nominations.,,"UK, USA",18-May-99,Todd Haynes,"Drama, Music","English, French",65,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.",https://m.media-amazon.com/images/M/MV5BZjVjZTM3NTktYjdkOS00ZjMyLTg3NzYtOWVmMzEyNDc5ZmIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax,R,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",23-Oct-98,TRUE,118 min,Velvet Goldmine,movie,,"James Lyons (story), Todd Haynes (story), Todd Haynes",1998,tt0120879,7,"31,950",,1105717
1035,0,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi",1 win.,"$1,014,067 ","UK, India, Sweden",12-Dec-17,Gurinder Chadha,"Biography, Drama, History, Romance","Punjabi, Hindi, English",53,"The final Viceroy of India, Lord Mountbatten, is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.",https://m.media-amazon.com/images/M/MV5BMTk5ODU2NzExMF5BMl5BanBnXkFtZTgwOTI2ODkwMTI@._V1_SX300.jpg,Anguille Productions,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",1-Sep-17,TRUE,106 min,Viceroy's House,movie,,"Paul Mayeda Berges (screenplay by), Gurinder Chadha (screenplay by), Moira Buffini (screenplay by), Larry Collins (based on the book ""Freedom at Midnight"" by), Dominique Lapierre (based on the book ""Freedom at Midnight"" by), Narendra Singh Sarila (based on the book ""The Shadow of the Great Game - The Untold Story of Partition"" by)",2017,tt4977530,6.7,"5,864",,
1038,0,"Anthony Weiner, Huma Abedin, Jordan Zain Weiner, Barbara Morgan",Nominated for 1 BAFTA Film Award. Another 8 wins & 52 nominations.,"$1,675,196 ",USA,23-Aug-16,"Josh Kriegman, Elyse Steinberg",Documentary,English,84,An examination of disgraced New York Congressman Anthony Weiner's mayoral campaign and today's political landscape.,https://m.media-amazon.com/images/M/MV5BMTUxODA4NjE2MV5BMl5BanBnXkFtZTgwOTg4MTc3ODE@._V1_SX300.jpg,Motto Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",26-May-16,TRUE,96 min,Weiner,movie,,"Josh Kriegman, Elyse Steinberg, Eli B. Despres",2016,tt5278596,7.6,"9,139",,1676108
1041,0,"Michelle Williams, Lucy, David Koppell, Max Clement",9 wins & 16 nominations.,"$700,720 ",USA,5-May-09,Kelly Reichardt,Drama,English,80,"Over the summer, a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.",https://m.media-amazon.com/images/M/MV5BMTI3MTE1NjAwNV5BMl5BanBnXkFtZTcwMDM3MzMwMg@@._V1_SX300.jpg,Oscilloscope Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",6-Mar-09,TRUE,80 min,Wendy and Lucy,movie,http://www.wendyandlucy.com/index.html,"Jonathan Raymond (screenplay by), Kelly Reichardt (screenplay by), Jonathan Raymond (story by)",2008,tt1152850,7.1,"14,910",,865695
1044,0,"Bette Davis, Joan Crawford, Victor Buono, Wesley Addy",Won 1 Oscar. Another 1 win & 11 nominations.,,USA,25-Sep-97,Robert Aldrich,"Drama, Horror, Thriller",English,75,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,https://m.media-amazon.com/images/M/MV5BZmI0M2VmNTgtMWVhYS00Zjg1LTk1YTYtNmJmMjRkZmMwYTc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Warner Bros. Pictures,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",31-Oct-62,TRUE,134 min,What Ever Happened to Baby Jane?,movie,,"Henry Farrell (from the novel by), Lukas Heller (screenplay)",1962,tt0056687,8.1,"45,941",,182799
1047,0,"Lezley McSpadden, Michael Brown Sr., David Whitt, Montague Simmons",1 win & 16 nominations.,"$180,214 ",USA,,"Sabaah Folayan, Damon Davis(co-director)",Documentary,English,81,Whose Streets? is an unflinching look at how the killing of 18-year-old Mike Brown inspired a community to fight back and sparked a global movement.,https://m.media-amazon.com/images/M/MV5BMzE4NDI5MjcxMl5BMl5BanBnXkFtZTgwNzEwMDYxMjI@._V1_SX300.jpg,Magnolia Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '5.0/10'}",11-Aug-17,TRUE,90 min,Whose Streets?,movie,http://www.whosestreets.com,Sabaah Folayan,2017,tt6176928,5,937,,
1050,0,"Reese Witherspoon, Laura Dern, Thomas Sadoski, Keene McRae",Nominated for 2 Oscars. Another 11 wins & 65 nominations.,"$24,673,716 ",USA,31-Mar-15,Jean-Marc Vallée,"Biography, Drama",English,76,A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.,https://m.media-amazon.com/images/M/MV5BMGMzZmYzYmUtNTJiYi00MjZjLTkyZmMtZGJhYWRlMDBkMDIyXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_SX300.jpg,20th Century Fox,R,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",19-Dec-14,TRUE,115 min,Wild,movie,http://www.foxsearchlight.com/wild/,"Nick Hornby (screenplay by), Cheryl Strayed (memoir ""Wild: From Lost to Found on the Pacific Crest Trail"")",2014,tt2305051,7.1,"111,359",,519487
1053,0,"Molly Shannon, Amy Seimetz, Susan Ziegler, Brett Gelman",,,USA,,Madeleine Olnek,"Comedy, History",English,75,"Dramatisation of the little known side of the writer Emily Dickinson's life, in particular her relationship with another woman.",https://m.media-amazon.com/images/M/MV5BMTA5MjQ0Mjg1NzReQTJeQWpwZ15BbWU4MDkyODQ5NTcz._V1_SX300.jpg,,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",11-Mar-18,TRUE,84 min,Wild Nights with Emily,movie,,Madeleine Olnek,2018,tt5176580,6,163,,1050616
1055,0,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer",,,USA,8-Jan-19,Paul Dano,Drama,English,80,A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,https://m.media-amazon.com/images/M/MV5BOTNlZWY2ZGQtY2U1ZS00Mjc5LWExNjgtM2Q4YzQyYTlmNjZhXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,IFC Films,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",1-Jan-19,TRUE,105 min,Wildlife,movie,,"Paul Dano (screenplay by), Zoe Kazan (screenplay by), Richard Ford (based on the book by)",2018,tt5929754,6.9,"16,200",,
1058,0,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear",Nominated for 1 Oscar. Another 2 wins & 2 nominations.,"$4,000,000 ","USA, East Germany, West Germany",28-Aug-01,Mel Stuart,"Family, Fantasy, Musical","English, French, German, Italian",67,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,https://m.media-amazon.com/images/M/MV5BZTllNDU0ZTItYTYxMC00OTI4LThlNDAtZjNiNzdhMWZiYjNmXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,Paramount Pictures,G,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",30-Jun-71,TRUE,100 min,Willy Wonka & the Chocolate Factory,movie,,"Roald Dahl (screenplay), Roald Dahl (book)",1971,tt0067992,7.8,"163,836",,847495
1061,0,"Halldóra Geirharðsdóttir, Jóhann Sigurðarson, Juan Camillo Roman Estrada, Jörundur Ragnarsson",,,"Iceland, France, Ukraine",,Benedikt Erlingsson,"Adventure, Comedy, Drama","Icelandic, Spanish, English, Ukrainian",81,"Halla becomes a determined environmental activist, but this threatens a long-held hope of hers.",https://m.media-amazon.com/images/M/MV5BMzJhYTBkMDktY2Q5Yy00M2MwLTg2MzQtZjFlMmRmMTc5OGMwXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",22-May-18,TRUE,101 min,Woman at War,movie,,"Benedikt Erlingsson, Ólafur Egilsson",2018,tt7279188,7.5,"3,944",,22835787
1063,0,"Fred Rogers, Joanne Rogers, John Rogers, Jim Rogers",,,USA,4-Sep-18,Morgan Neville,"Documentary, Biography",English,85,"An exploration of the life, lessons, and legacy of iconic children's television host, Fred Rogers.",https://m.media-amazon.com/images/M/MV5BMjM1NDg1MjUzNF5BMl5BanBnXkFtZTgwNTAxNjIzNTM@._V1_SX300.jpg,Focus Features,PG-13,"{'Source': 'Internet Movie Database', 'Value': '8.4/10'}",29-Jun-18,TRUE,94 min,Won't You Be My Neighbor?,movie,http://focusfeatures.com/wont-you-be-my-neighbor/,,2018,tt7681902,8.4,"17,821",,
1066,0,"The Beatles, Paul Angelis, John Clive, Dick Emery",2 wins & 2 nominations.,,"UK, USA",5-Jun-12,George Dunning,"Animation, Adventure, Comedy, Family, Fantasy, Musical",English,79,The Beatles agree to accompany Captain Fred (Lance Percival) in his Yellow Submarine and go to Pepperland to free it from the music hating Blue Meanies.,https://m.media-amazon.com/images/M/MV5BMGExODFmMjQtZTgxOC00ZDE0LWJmM2MtOTQzM2YzNDZlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Independent Pictures,G,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",13-Nov-68,TRUE,85 min,Yellow Submarine,movie,http://yellowsubmarinethemovie.com/,"Lee Minoff (original story), John Lennon (based upon a song by), Paul McCartney (based upon a song by), Lee Minoff (screenplay), Al Brodax (screenplay), Jack Mendelsohn (screenplay), Erich Segal (screenplay)",1968,tt0063823,7.4,"22,910",,992305
1069,0,"Joaquin Phoenix, Dante Pereira-Olson, Larry Canady, Vinicius Damasceno",5 wins & 1 nomination.,,"UK, France, USA",17-Jul-18,Lynne Ramsay,"Crime, Drama, Mystery, Thriller",English,84,"A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",https://m.media-amazon.com/images/M/MV5BMDkwOTE0ZjMtZmRiYS00M2M3LWE3MzUtNzNmNmExNTNmNjg5XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,Amazon Studios,R,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",6-Apr-18,TRUE,89 min,You Were Never Really Here,movie,http://www.youwereneverreallyhere.movie/,"Lynne Ramsay (screenplay by), Jonathan Ames (based on the book by)",2017,tt5742374,6.8,"75,242",,2528078
1072,0,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yûki",14 wins & 22 nominations.,"$4,676,810 ",Japan,7-Nov-17,Makoto Shinkai,"Animation, Drama, Fantasy, Romance",Japanese,79,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_SX300.jpg,FUNimation Films,PG,"{'Source': 'Internet Movie Database', 'Value': '8.4/10'}",7-Apr-17,TRUE,106 min,Your Name.,movie,https://www.funimationfilms.com/movie/yourname/,"Makoto Shinkai (based on his novel), Makoto Shinkai (screenplay), Clark Cheng (english script)",2016,tt5311514,8.4,"142,530",,5017246
1075,0,"Daniel Giménez Cacho, Lola Dueñas, Matheus Nachtergaele, Juan Minujín",,,"Argentina, Brazil, Spain, Dominican Republic, France, Netherlands, Mexico, Switzerland, USA, Portugal, Lebanon",,Lucrecia Martel,Drama,"Spanish, Portuguese",89,"Based on the novel by Antonio Di Benedetto written in 1956, on Don Diego de Zama, a Spanish officer of the seventeenth century settled in Asunción, who awaits his transfer to Buenos Aires.",https://m.media-amazon.com/images/M/MV5BODczZjE1MmYtY2RiNi00ZjRjLWI2NDktZGY5ODlhNjk0ZTk4XkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,Strand Releasing,Unrated,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",28-Sep-17,TRUE,115 min,Zama,movie,https://strandreleasing.com/films/zama/,"Antonio Di Benedetto (based on the novel by), Lucrecia Martel",2017,tt3409848,6.8,"4,114",,200600
